NCESID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,ENROLLMENT,START_GRAD,END_GRADE,FULL_TIME_
360009605960,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,905 WINTHROP ST,BROOKLYN,NY,11203,(718) 773-3059,1,1,301,KINGS COUNTY,36047,US,40.658706,-73.928704,282,06,08,19
360009605961,BROOKLYN BRIDGE ACADEMY,6565 FLATLANDS AVE,BROOKLYN,NY,11236,(718) 968-1689,1,1,230,KINGS COUNTY,36047,US,40.633598,-73.91751,214,09,12,16
360009605967,VICTORY COLLEGIATE HIGH SCHOOL,6565 FLATLANDS AVE,BROOKLYN,NY,11236,(718) 968-1530,1,1,348,KINGS COUNTY,36047,US,40.633598,-73.91751,325,09,12,23
360009702334,PS 86 THE IRVINGTON,220 IRVING AVE,BROOKLYN,NY,11237,(718) 574-0252,1,1,548,KINGS COUNTY,36047,US,40.70064,-73.917769,514,KG,05,34
360009702582,JHS 162 THE WILLOUGHBY,1390 WILLOUGHBY AVE,BROOKLYN,NY,11237,(718) 821-4860,1,1,570,KINGS COUNTY,36047,US,40.706752,-73.919795,531,06,08,39
360009205498,THE MATH AND SCIENCE EXPLORATORY SCHOOL,345 DEAN ST,BROOKLYN,NY,11231,(718) 330-9328,1,1,547,KINGS COUNTY,36047,US,40.68382,-73.980386,491,06,08,56
360009205529,PARK SLOPE COLLEGIATE,237 7TH AVE,BROOKLYN,NY,11215,(718) 832-4300,1,1,422,KINGS COUNTY,36047,US,40.669514,-73.97903,394,06,12,28
360009402163,MS 35 STEPHEN DECATUR,272 MCDONOUGH ST,BROOKLYN,NY,11233,(718) 574-2345,1,1,243,KINGS COUNTY,36047,US,40.681685,-73.93599,230,06,08,13
360009404053,"MS 267 MATH, SCIENCE AND TECHNOLOGY",800 GATES AVE,BROOKLYN,NY,11221,(718) 574-2318,1,1,369,KINGS COUNTY,36047,US,40.688102,-73.93238,339,06,08,30
360009405518,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,1010 LAFAYETTE AVE,BROOKLYN,NY,11221,(718) 574-2820,1,1,468,KINGS COUNTY,36047,US,40.691836,-73.93155,438,06,12,30
360009405927,GOTHAM PROFESSIONAL ARTS ACADEMY,265 RALPH AVE,BROOKLYN,NY,11233,(718) 455-0746,1,1,315,KINGS COUNTY,36047,US,40.68016,-73.921868,293,09,12,22
360009500882,MEDGAR EVERS COLLEGE PREPERATORY SCHOOL,1186 CARROLL ST,BROOKLYN,NY,11225,(718) 703-5400,1,1,1146,KINGS COUNTY,36047,US,40.666981,-73.951413,1101,06,12,45
360009502631,PS 181,1023 NEW YORK AVE,BROOKLYN,NY,11203,(718) 462-5298,1,1,1232,KINGS COUNTY,36047,US,40.648175,-73.945968,1146,PK,08,86
360009502763,PS 249 THE CATON,18 MARLBOROUGH RD,BROOKLYN,NY,11226,(718) 282-8828,1,1,840,KINGS COUNTY,36047,US,40.64969,-73.96632,793,PK,03,47
360009505514,BROOKLYN SCHOOL FOR MUSIC AND THEATER,883 CLASSON AVE,BROOKLYN,NY,11225,(718) 230-6250,1,1,430,KINGS COUNTY,36047,US,40.670009,-73.961548,408,09,12,22
360009505523,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,883 CLASSON AVE,BROOKLYN,NY,11225,(718) 230-6363,1,1,497,KINGS COUNTY,36047,US,40.669997,-73.961531,471,09,12,26
360009505709,SCHOOL FOR HUMAN RIGHTS,600 KINGSTON AVE,BROOKLYN,NY,11203,(718) 771-4793,1,1,408,KINGS COUNTY,36047,US,40.6593,-73.943201,386,06,12,22
360009505712,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,883 CLASSON AVE,BROOKLYN,NY,11225,(718) 230-6333,1,1,431,KINGS COUNTY,36047,US,40.669992,-73.961525,398,09,12,33
360009505714,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,911 FLATBUSH AVE,BROOKLYN,NY,11226,(718) 564-2470,1,1,404,KINGS COUNTY,36047,US,40.649542,-73.958196,384,09,12,20
360009505818,EBBETTS FIELD MIDDLE SCHOOL,46 MCKEEVER PLACE,BROOKLYN,NY,11225,(718) 941-5097,1,1,378,KINGS COUNTY,36047,US,40.66489,-73.959632,348,06,08,30
360009505819,ELIJAH STROUD MIDDLE SCHOOL,750 CLASSON AVE,BROOKLYN,NY,11238,(718) 638-3067,1,1,193,KINGS COUNTY,36047,US,40.674644,-73.961038,180,06,08,13
360011405700,EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESA,225 PATCHEN AVE,BROOKLYN,NY,11233,(718) 638-1830,1,1,546,KINGS COUNTY,36047,US,40.683435,-73.92583,501,KG,08,45
360011902412,PS 110 THE MONITOR,124 MONITOR ST,BROOKLYN,NY,11222,(718) 383-7600,1,1,381,KINGS COUNTY,36047,US,40.723661,-73.942062,358,PK,05,23
360011903074,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,850 GRAND ST,BROOKLYN,NY,11211,(718) 387-0228,1,1,1120,KINGS COUNTY,36047,US,40.711909,-73.939488,1067,09,12,53
360011905699,BROOKLYN PREPARATORY HIGH SCHOOL,257 NORTH 6TH ST,BROOKLYN,NY,11211,(718) 486-2550,1,1,429,KINGS COUNTY,36047,US,40.715418,-73.95493,400,09,12,29
360011905701,CONSELYEA PREPARATORY SCHOOL,208 NORTH 5TH ST,BROOKLYN,NY,11211,(718) 486-6211,1,1,512,KINGS COUNTY,36047,US,40.714782,-73.945834,483,06,08,29
360011905703,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,257 NORTH 6TH ST,BROOKLYN,NY,11211,(718) 388-1260,1,1,528,KINGS COUNTY,36047,US,40.715427,-73.954936,500,09,12,28
360011905813,THE URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMEN,70 TOMPKINS AVE,BROOKLYN,NY,11206,(718) 599-0371,1,1,126,KINGS COUNTY,36047,US,40.696729,-73.947046,117,06,08,9
360011905816,FOUNDATIONS ACADEMY,70 TOMPKINS AVE,BROOKLYN,NY,11206,(718) 302-5092,1,1,138,KINGS COUNTY,36047,US,40.696729,-73.947047,138,09,12,-1
360009602427,PS 114 RYDER ELEMENTARY,1077 REMSEN AVE,BROOKLYN,NY,11236,(718) 257-4428,1,1,699,KINGS COUNTY,36047,US,40.642596,-73.908053,665,PK,05,34
360012002572,PS 159 ISAAC PITKIN,2781 PITKIN AVE,BROOKLYN,NY,11208,(718) 277-4828,1,1,881,KINGS COUNTY,36047,US,40.676013,-73.869699,830,KG,05,51
360012002720,JHS 218 JAMES P SINNOTT,370 FOUNTAIN AVE,BROOKLYN,NY,11208,(718) 647-9050,1,1,623,KINGS COUNTY,36047,US,40.670536,-73.874539,583,06,08,40
360012002776,PS 260 BREUCKELEN,875 WILLIAMS AVE,BROOKLYN,NY,11207,(718) 649-9216,1,1,117,KINGS COUNTY,36047,US,40.654136,-73.894362,104,03,05,13
360011905896,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,223 GRAHAM AVE,BROOKLYN,NY,11206,(718) 599-1207,1,1,416,KINGS COUNTY,36047,US,40.709837,-73.944137,390,09,12,26
360011905929,BROOKLYN LATIN SCHOOL,325 BUSHWICK AVE,BROOKLYN,NY,11206,(718) 366-0154,1,1,495,KINGS COUNTY,36047,US,40.705026,-73.938886,468,09,12,27
360012001941,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,1 WELLS ST,BROOKLYN,NY,11208,(718) 647-5204,3,1,1383,KINGS COUNTY,36047,US,40.678631,-73.875564,1309,09,12,74
360009705552,ACADEMY OF URBAN PLANNING,400 IRVING AVE,BROOKLYN,NY,11237,(718) 381-7100,1,1,416,KINGS COUNTY,36047,US,40.69678,-73.911005,393,09,12,23
360012002787,PS 273 WORTMAN,923 JEROME ST,BROOKLYN,NY,11207,(718) 649-5739,1,1,436,KINGS COUNTY,36047,US,40.658219,-73.879167,404,KG,05,32
360004504493,BROOKLYN CHARTER SCHOOL,545 WILLOUGHBY AVE,BROOKLYN,NY,11206,(718) 302-2085,1,1,264,KINGS COUNTY,36047,US,40.694236,-73.947566,242,KG,05,22
360004604487,COMMUNITY PARTNERSHIP CHARTER SCHOOL,241 EMERSON PLACE,BROOKLYN,NY,11205,(718) 399-1495,1,1,411,KINGS COUNTY,36047,US,40.691011,-73.961346,378,KG,07,33
360009100847,BEDFORD STUYVESANT PREPRETORY HIGH SCHOOL,832 MARCY AVE,BROOKLYN,NY,11216,(718) 622-4310,4,1,159,KINGS COUNTY,36047,US,40.684819,-73.946769,148,09,12,11
360009102784,PS 270 JOHANN DEKALB,241 EMERSON PLACE,BROOKLYN,NY,11205,(718) 622-2443,1,1,221,KINGS COUNTY,36047,US,40.69101,-73.961336,204,PK,05,17
360009102793,PS 282 PARK SLOPE,180 6TH AVE,BROOKLYN,NY,11217,(718) 622-1626,1,1,1095,KINGS COUNTY,36047,US,40.67663,-73.977712,1033,PK,08,62
360009105508,BEDFORD ACADEMY HIGH SCHOOL,1119 BEDFORD AVE,BROOKLYN,NY,11217,(718) 398-3061,1,1,390,KINGS COUNTY,36047,US,40.685313,-73.953871,367,09,12,23
360009105694,SATELLITE THREE,170 GATES AVE,BROOKLYN,NY,11238,(718) 789-5835,1,1,286,KINGS COUNTY,36047,US,40.684736,-73.960608,265,06,08,21
360009201377,BROOKLYN SCHOOL FOR GLOBAL STUDIES,284 BALTIC ST,BROOKLYN,NY,11201,(718) 694-9741,1,1,382,KINGS COUNTY,36047,US,40.685271,-73.993565,354,06,12,28
360009202041,PS 1 THE BERGEN,309 47TH ST,BROOKLYN,NY,11220,(718) 567-7661,1,1,1285,KINGS COUNTY,36047,US,40.648788,-74.011487,1208,PK,05,77
360009202088,PS 15 PATRICK F DALY,71 SULLIVAN ST,BROOKLYN,NY,11231,(718) 330-9280,1,1,413,KINGS COUNTY,36047,US,40.677137,-74.011778,380,PK,05,33
360009202325,PS 295,330 18TH ST,BROOKLYN,NY,11215,(718) 965-0390,1,1,491,KINGS COUNTY,36047,US,40.660697,-73.988175,458,PK,05,33
360009203389,COBBLE HILL SCHOOL OF AMERICAN STUDIES,347 BALTIC ST,BROOKLYN,NY,11201,(718) 403-9544,1,1,688,KINGS COUNTY,36047,US,40.684934,-73.9909,652,09,12,36
360009204811,PS 146,610 HENRY ST,BROOKLYN,NY,11231,(718) 923-4750,1,1,680,KINGS COUNTY,36047,US,40.679654,-74.001865,638,PK,05,42
360009204890,SCHOOL FOR INTERNATIONAL STUDIES,284 BALTIC ST,BROOKLYN,NY,11201,(718) 330-9390,1,1,520,KINGS COUNTY,36047,US,40.685271,-73.993565,488,06,12,32
360015102396,PS 105 THE BLYTHEBOURNE,1031 59TH ST,BROOKLYN,NY,11219,(718) 438-3230,1,1,1875,KINGS COUNTY,36047,US,40.633146,-74.003574,1778,KG,05,97
360009205501,NEW VOICES SCHOOL OF ACADEMIC AND CREATIVE ARTS,330 18TH ST,BROOKLYN,NY,11212,(718) 965-0390,1,1,548,KINGS COUNTY,36047,US,40.660697,-73.988175,512,06,08,36
360015102618,PS 176 OVINGTON,1225 69TH ST,BROOKLYN,NY,11219,(718) 236-7755,1,1,1365,KINGS COUNTY,36047,US,40.624762,-74.005145,1288,KG,05,77
360009205706,SUNSET PARK PREP,4004 4TH AVE,BROOKLYN,NY,11232,(718) 965-3331,1,1,559,KINGS COUNTY,36047,US,40.651964,-74.007353,520,06,08,39
360015102625,PS 179 KENSINGTON,202 AVE C,BROOKLYN,NY,11218,(718) 438-4010,1,1,1024,KINGS COUNTY,36047,US,40.64028,-73.9773,966,PK,05,58
360009205864,WEST BROOKLYN COMMUNITY HIGH SCHOOL,1053 41ST ST,BROOKLYN,NY,11218,(718) 686-1444,4,1,229,KINGS COUNTY,36047,US,40.642854,-73.992582,211,10,12,18
360012105237,IS 392,104 SUTTER AVE,BROOKLYN,NY,11212,(718) 498-2491,1,1,329,KINGS COUNTY,36047,US,40.665631,-73.918165,311,05,08,18
360009404059,SCHOOL OF BUSINESS FINANCE AND ENTREPRENEURSHIP,125 STUYVESANT AVE,BROOKLYN,NY,11221,(718) 602-3271,1,1,205,KINGS COUNTY,36047,US,40.69143,-73.933457,188,06,08,17
360009405707,MS 584,130 ROCHESTER AVE,BROOKLYN,NY,11213,(718) 604-1380,1,1,199,KINGS COUNTY,36047,US,40.674449,-73.928104,180,06,08,19
360012105722,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,226 BRISTOL ST,BROOKLYN,NY,11212,(718) 485-3789,1,1,383,KINGS COUNTY,36047,US,40.665513,-73.912105,360,09,12,23
360009405904,UPPER SCHOOL AT PS 25,787 LAFAYETTE AVE,BROOKLYN,NY,11221,(718) 574-6032,1,1,239,KINGS COUNTY,36047,US,40.69152,-73.940678,221,06,08,18
360012105724,MOTT HALL IV,1137 HERKIMER ST,BROOKLYN,NY,11233,(718) 485-5240,1,1,261,KINGS COUNTY,36047,US,40.678117,-73.915894,246,06,08,15
360009501344,MS 2,655 PARKSIDE AVE,BROOKLYN,NY,11226,(718) 462-6992,1,1,464,KINGS COUNTY,36047,US,40.656367,-73.951583,434,06,08,30
360015102657,PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,4715 18TH AVE,BROOKLYN,NY,11204,(718) 633-3061,1,1,704,KINGS COUNTY,36047,US,40.628996,-73.979782,645,PK,08,59
360009502504,PS 138,760 PROSPECT PLACE,BROOKLYN,NY,11216,(718) 467-0800,1,1,946,KINGS COUNTY,36047,US,40.674173,-73.951404,881,PK,08,65
360015102692,PS 205 CLARION,6701 20TH AVE,BROOKLYN,NY,11204,(718) 236-2380,1,1,1003,KINGS COUNTY,36047,US,40.614945,-73.987175,937,PK,05,66
360009502576,PS 161 THE CROWN,330 CROWN ST,BROOKLYN,NY,11225,(718) 756-3100,1,1,870,KINGS COUNTY,36047,US,40.665948,-73.949224,818,KG,08,52
360015102729,JHS 223 THE MONTAUK,4200 16TH AVE,BROOKLYN,NY,11204,(718) 438-0155,1,1,761,KINGS COUNTY,36047,US,40.634838,-73.981976,709,06,08,52
360009502596,PS 167 THE PARKWAY,1025 EASTERN PKY,BROOKLYN,NY,11213,(718) 774-2640,1,1,496,KINGS COUNTY,36047,US,40.669439,-73.934356,462,PK,05,34
360015102738,PS 229 DYKER,1400 BENSON AVE,BROOKLYN,NY,11228,(718) 236-5447,1,1,1112,KINGS COUNTY,36047,US,40.610606,-74.013293,1054,PK,08,58
360009502756,PS 241 EMMA L JOHNSTON,976 PRESIDENT ST,BROOKLYN,NY,11225,(718) 636-4725,1,1,662,KINGS COUNTY,36047,US,40.66894,-73.9607,617,PK,05,45
360015105227,PS 69 VINCENT D GRIPPO SCHOOL,6302 9TH AVE,BROOKLYN,NY,11220,(718) 833-6710,1,1,941,KINGS COUNTY,36047,US,40.632512,-74.009648,881,KG,05,60
360009504883,MS 394,188 ROCHESTER AVE,BROOKLYN,NY,11213,(718) 756-3164,1,1,692,KINGS COUNTY,36047,US,40.672703,-73.928243,645,PK,08,47
360015105955,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,4200 16TH AVE,BROOKLYN,NY,11204,(718) 438-3893,1,1,403,KINGS COUNTY,36047,US,40.634835,-73.981989,372,06,10,31
360009505510,HS FOR PUBLIC SERVICE HEROES OF TOMORROW,600 KINGSTON AVE,BROOKLYN,NY,11203,(718) 756-5325,1,1,439,KINGS COUNTY,36047,US,40.65928,-73.943231,417,09,12,22
360015300800,PS 245,249 EAST 17TH ST,BROOKLYN,NY,11226,(718) 284-2330,1,1,281,KINGS COUNTY,36047,US,40.644845,-73.962854,261,PK,05,20
360009505515,INTERNATIONAL ARTS BUSINESS SCHOOL,600 KINGSTON AVE,BROOKLYN,NY,11201,(718) 467-7400,1,1,417,KINGS COUNTY,36047,US,40.65928,-73.943231,388,09,12,29
360015300829,BROOKLYN COLLEGE ACADEMY,2900 BEDFORD AVE,BROOKLYN,NY,11210,(718) 951-5941,1,1,655,KINGS COUNTY,36047,US,40.631919,-73.95267,630,07,12,25
360009505516,"SCIENCE, TECH AND RESEARCH HIGH SCHOOL AT ERASMUS",911 FLATBUSH AVE,BROOKLYN,NY,11226,(718) 564-2540,1,1,548,KINGS COUNTY,36047,US,40.64955,-73.958198,520,06,12,28
360015300871,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,1830 SHORE BLVD,BROOKLYN,NY,11235,(718) 386-8500,1,1,1066,KINGS COUNTY,36047,US,40.580384,-73.935019,1021,09,12,45
360009505710,SCHOOL FOR DEMOCRACY AND LEADERSHIP,600 KINGSTON AVE,BROOKLYN,NY,11203,(718) 771-4865,1,1,436,KINGS COUNTY,36047,US,40.6593,-73.943201,404,06,12,32
360015302012,JHS 278 MARINE PARK,1925 STUART ST,BROOKLYN,NY,11229,(718) 375-3523,1,1,1122,KINGS COUNTY,36047,US,40.606758,-73.93888,1060,06,08,62
360009505713,HIGH SCHOOL FOR GLOBAL CITIZENSHIP,883 CLASSON AVE,BROOKLYN,NY,11225,(718) 230-6300,1,1,360,KINGS COUNTY,36047,US,40.669992,-73.961525,346,09,12,14
360015302032,MIDWOOD HIGH SCHOOL,2839 BEDFORD AVE,BROOKLYN,NY,11210,(718) 724-8500,1,1,4021,KINGS COUNTY,36047,US,40.632793,-73.952449,3854,09,12,167
360009105695,SATELLITE EAST MIDDLE SCHOOL,344 MONROE ST,BROOKLYN,NY,11216,(718) 789-4251,1,1,235,KINGS COUNTY,36047,US,40.685743,-73.945293,220,06,08,15
360009105698,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,283 ADAMS ST,BROOKLYN,NY,11201,(718) 858-1160,1,1,479,KINGS COUNTY,36047,US,40.697869,-73.980964,449,09,12,30
360015302230,PS 52 SHEEPSHEAD BAY,2675 EAST 29TH ST,BROOKLYN,NY,11235,(718) 648-0882,1,1,837,KINGS COUNTY,36047,US,40.587702,-73.939994,784,PK,05,53
360009105811,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,141 MACON ST,BROOKLYN,NY,11216,(718) 783-4842,1,1,241,KINGS COUNTY,36047,US,40.681992,-73.945229,225,06,12,16
360015302443,PS 119 AMERSFORT,3829 AVE K,BROOKLYN,NY,11210,(718) 377-7696,1,1,525,KINGS COUNTY,36047,US,40.625967,-73.938737,491,KG,05,34
360009505715,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,911 FLATBUSH AVE,BROOKLYN,NY,11203,(718) 564-2551,1,1,438,KINGS COUNTY,36047,US,40.649543,-73.958204,416,09,12,22
360009202173,PS 38 THE PACIFIC,450 PACIFIC ST,BROOKLYN,NY,11217,(718) 330-9305,1,1,499,KINGS COUNTY,36047,US,40.684973,-73.982941,464,PK,05,35
360015304885,PS 326,1800 UTICA AVE,BROOKLYN,NY,11234,(718) 241-4828,1,1,196,KINGS COUNTY,36047,US,40.628394,-73.928163,180,PK,01,16
360009202251,PS 58 THE CARROLL,330 SMITH ST,BROOKLYN,NY,11231,(718) 330-9322,1,1,930,KINGS COUNTY,36047,US,40.680358,-73.995518,869,PK,05,61
360015705846,EXPLORE CHARTER SCHOOL,655 PARKSIDE AVE,BROOKLYN,NY,11226,(718) 703-4484,1,1,545,KINGS COUNTY,36047,US,40.648774,-73.957495,498,KG,08,47
360009202481,PS 130 THE PARKSIDE,70 OCEAN PKY,BROOKLYN,NY,11218,(718) 686-1940,1,1,679,KINGS COUNTY,36047,US,40.648942,-73.97597,640,PK,05,39
360016605902,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,1300 GREENE AVE,BROOKLYN,NY,11207,(718) 443-1213,1,1,853,KINGS COUNTY,36047,US,40.686809,-73.91032,788,KG,09,65
360009202482,PS 131,4305 FT HAMILTON PKY,BROOKLYN,NY,11219,(718) 686-1457,1,1,1097,KINGS COUNTY,36047,US,40.640773,-73.993387,1034,PK,05,63
360017005867,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,510 WAVERLY AVE,BROOKLYN,NY,11238,(718) 622-4786,1,1,576,KINGS COUNTY,36047,US,40.69547,-73.959994,533,KG,10,43
360009202993,PS 24,427 38TH ST,BROOKLYN,NY,11232,(718) 832-9366,1,1,803,KINGS COUNTY,36047,US,40.65272,-74.004279,745,PK,05,58
360009602750,PS 235 LENOX SCHOOL,525 LENOX RD,BROOKLYN,NY,11203,(718) 773-4869,1,1,1369,KINGS COUNTY,36047,US,40.655039,-73.940707,1299,PK,08,70
360009605506,PS 66,845 EAST 96TH ST,BROOKLYN,NY,11236,(718) 922-3505,1,1,819,KINGS COUNTY,36047,US,40.648636,-73.906913,771,PK,08,48
360009204497,BROOKLYN HIGH SCHOOL OF THE ARTS,345 DEAN ST,BROOKLYN,NY,11217,(718) 855-2412,1,1,712,KINGS COUNTY,36047,US,40.683818,-73.980382,673,09,12,39
360009605956,BROOKLYN GENERATION SCHOOL,6565 FLATLANDS AVE,BROOKLYN,NY,11236,(718) 968-4200,1,1,351,KINGS COUNTY,36047,US,40.633598,-73.91751,329,09,12,22
360009205513,IS 136 CHARLES O DEWEY,4004 4TH AVE,BROOKLYN,NY,11232,(718) 965-3333,1,1,528,KINGS COUNTY,36047,US,40.651974,-74.007356,491,06,08,37
360009605958,MIDDLE SCHOOL FOR ART AND PHILOSPHY,1084 LENOX RD,BROOKLYN,NY,11212,(718) 342-7563,1,1,397,KINGS COUNTY,36047,US,40.65799,-73.920078,375,06,08,22
360009402054,PS 5 DR RONALD MCNAIR,820 HANCOCK ST,BROOKLYN,NY,11233,(718) 574-2333,1,1,440,KINGS COUNTY,36047,US,40.685464,-73.922633,409,PK,05,31
360009605964,IT TAKES A VILLAGE ACADEMY,5800 TILDEN AVE,BROOKLYN,NY,11203,(718) 629-2307,1,1,412,KINGS COUNTY,36047,US,40.648174,-73.922284,382,09,12,30
360009402123,PS 25 EUBIE BLAKE SCHOOL,787 LAFAYETTE AVE,BROOKLYN,NY,11221,(718) 574-2336,1,1,352,KINGS COUNTY,36047,US,40.691513,-73.9407,325,PK,05,27
360009605965,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,905 WINTHROP ST,BROOKLYN,NY,11203,(718) 773-7343,1,1,380,KINGS COUNTY,36047,US,40.658706,-73.928704,357,06,08,23
360009402758,PS 243 THE WEEKSVILLE SCHOOL,1580 DEAN ST,BROOKLYN,NY,11213,(718) 953-1658,1,1,394,KINGS COUNTY,36047,US,40.675792,-73.935219,359,PK,05,35
360009605966,BROOKLYN THEATRE ARTS HIGH SCHOOL,6565 FLATLANDS AVE,BROOKLYN,NY,11236,(917) 520-7212,1,1,404,KINGS COUNTY,36047,US,40.633598,-73.91751,382,09,12,22
360009402813,PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY,794 MONROE ST,BROOKLYN,NY,11221,(718) 574-2381,1,1,393,KINGS COUNTY,36047,US,40.688145,-73.924464,361,PK,05,32
360009701789,PS 376,194 HARMAN ST,BROOKLYN,NY,11237,(718) 573-0781,1,1,679,KINGS COUNTY,36047,US,40.698024,-73.920455,640,KG,05,39
360009405519,PS 28 THE WARREN PREP ACADEMY,1001 HERKIMER ST,BROOKLYN,NY,11233,(718) 467-2865,1,1,263,KINGS COUNTY,36047,US,40.678393,-73.920066,243,PK,05,20
360009702457,PS 123 SUYDAM,100 IRVING AVE,BROOKLYN,NY,11237,(718) 821-4810,1,1,950,KINGS COUNTY,36047,US,40.703962,-73.922507,890,KG,05,60
360009500799,PS 6,43 SNYDER AVE,BROOKLYN,NY,11226,(718) 856-6560,1,1,718,KINGS COUNTY,36047,US,40.648885,-73.956363,671,KG,05,47
360009702788,PS 274 KOSCIUSKO,800 BUSHWICK AVE,BROOKLYN,NY,11221,(718) 574-0273,1,1,672,KINGS COUNTY,36047,US,40.694442,-73.928021,633,PK,05,39
360009501908,PAUL ROBESON HIGH SCHOOL,150 ALBANY AVE,BROOKLYN,NY,11213,(718) 774-0300,1,1,344,KINGS COUNTY,36047,US,40.675337,-73.939048,328,09,12,16
360009702799,JHS 291 ROLAND HAYES,231 PALMETTO ST,BROOKLYN,NY,11221,(718) 574-0361,1,1,688,KINGS COUNTY,36047,US,40.695534,-73.915414,641,06,08,47
360009502360,PS 22,433 ST MARKS AVE,BROOKLYN,NY,11238,(718) 857-4503,1,1,479,KINGS COUNTY,36047,US,40.676974,-73.960071,440,PK,05,39
360009702803,JHS 296 THE ANNA GONZALEZ COMMUNITY SCHOOL,125 COVERT ST,BROOKLYN,NY,11207,(718) 574-0288,1,1,446,KINGS COUNTY,36047,US,40.688777,-73.910489,412,06,08,34
